RowId,customerID,gender,SeniorCitizen,Partner,Supplementary Line,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5564-NEMQOMonth-to-monthBank transfer (automatic),5564-NEMQO,Female,1,No,,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,Yes
1156-ZFYDOMonth-to-monthElectronic check,1156-ZFYDO,female,0,No,,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Electronic check,19.75,19.75,No
9094-AZPHKMonth-to-monthElectronic check,9094-AZPHK,Female,0,No,,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,1415,No
9189-JWSHVMonth-to-monthElectronic check,9189-JWSHV,Female,1,Yes,,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05,Yes
2889-FPWRMOne yearBank transfer (automatic),2889-FPWRM,male,0,Yes,,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.8,8684.8,Yes
7531-GQHMEMonth-to-monthCredit card (automatic),7531-GQHME,M,0,No,,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Credit card (automatic),20.05,265.45,No
7129-AZJDEOne yearBank transfer (automatic),7129-AZJDE,M,0,Yes,,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.95,2647.2,No
4641-FROLUTwo yearMailed check,4641-FROLU,f,0,Yes,,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.3,602.9,No
5192-EBGOVMonth-to-monthElectronic check,5192-EBGOV,Female,1,No,,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,Yes
5512-IDZEIOne yearElectronic check,5512-IDZEI,M,0,Yes,,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Electronic check,24.9,1174.8,No
6464-KEXXHMonth-to-monthCredit card (automatic),6464-KEXXH,M,0,No,,No,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.25,186.3,No
5650-VDUDSMonth-to-monthMailed check,5650-VDUDS,Female,0,No,,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,96.05,Yes
1612-EOHDHMonth-to-monthElectronic check,1612-EOHDH,female,0,No,,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,n,Electronic check,45.15,45.15,Yes
9092-GDZKOMonth-to-monthCredit card (automatic),9092-GDZKO,M,0,No,,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.85,493.4,No
1991-VOPLLMonth-to-monthMailed check,1991-VOPLL,female,0,No,,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Mailed check,19.05,157.65,No
0601-WZHJFMonth-to-monthElectronic check,0601-WZHJF,Male,0,Yes,,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.35,667.7,Yes
2002-MZHWPMonth-to-monthMailed check,2002-MZHWP,female,0,No,,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Mailed check,20.5,20.5,Yes
0036-IHMOTOne yearBank transfer (automatic),0036-IHMOT,Female,0,Yes,,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.7,5656.75,No
8388-FYNPZMonth-to-monthElectronic check,8388-FYNPZ,M,0,No,,No,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,n,Electronic check,56.75,245.15,No
3524-WQDSGMonth-to-monthBank transfer (automatic),3524-WQDSG,Female,0,Yes,,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.3,4209.95,No
3391-JSQEWMonth-to-monthMailed check,3391-JSQEW,M,0,Yes,,No,40,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2058.5,No
9068-VPWQQTwo yearCredit card (automatic),9068-VPWQQ,M,0,Yes,,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,n,Credit card (automatic),75.35,4729.3,No
3452-FLHYDOne yearBank transfer (automatic),3452-FLHYD,M,0,Yes,,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.95,495.15,No
3841-CONLJMonth-to-monthElectronic check,3841-CONLJ,female,0,Yes,,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35,35,No
1768-ZAIFUMonth-to-monthElectronic check,1768-ZAIFU,Female,1,No,,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,25.2,Yes
3249-ZPQRGMonth-to-monthElectronic check,3249-ZPQRG,M,0,No,,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,n,Electronic check,78.45,330.05,Yes
1814-WFGVSTwo yearMailed check,1814-WFGVS,Male,0,Yes,,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,n,Mailed check,48.9,3527,No
8621-MNIHHMonth-to-monthElectronic check,8621-MNIHH,Female,1,Yes,,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217.55,Yes
5419-CONWXMonth-to-monthCredit card (automatic),5419-CONWX,Female,1,No,,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,442.85,Yes
6240-EURKSMonth-to-monthElectronic check,6240-EURKS,Female,0,No,,Yes,18,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35,553,Yes
5035-PGZXHOne yearElectronic check,5035-PGZXH,Female,0,No,,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,5914.4,No
4238-JSSWHMonth-to-monthBank transfer (automatic),4238-JSSWH,female,1,Yes,,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,n,Bank transfer (automatic),102.05,3452.55,No
4397-FRLTAMonth-to-monthMailed check,4397-FRLTA,female,0,No,,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,84.5,No
4422-QVIJAMonth-to-monthMailed check,4422-QVIJA,female,0,No,,Yes,35,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,n,Mailed check,50.15,1655.35,No
4439-YRNVDMonth-to-monthElectronic check,4439-YRNVD,female,0,No,,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,n,Electronic check,36.25,374,No
1157-BQCUWMonth-to-monthElectronic check,1157-BQCUW,M,0,No,,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,74.95,Yes
2387-KDZQYOne yearMailed check,2387-KDZQY,M,0,No,,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.1,279.5,No
6311-UEUMEMonth-to-monthElectronic check,6311-UEUME,Female,0,No,,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.9,2384.15,Yes
8887-IPQNCMonth-to-monthMailed check,8887-IPQNC,Female,0,Yes,,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.25,313.45,No
8966-KZXXATwo yearCredit card (automatic),8966-KZXXA,M,0,Yes,,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Credit card (automatic),25.1,930.95,No
5663-QBGISTwo yearBank transfer (automatic),5663-QBGIS,M,1,Yes,,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,n,Bank transfer (automatic),98.35,6929.4,No
7321-KKSDUTwo yearMailed check,7321-KKSDU,Male,0,No,,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Mailed check,20.5,696.8,No
8058-DMYRUMonth-to-monthElectronic check,8058-DMYRU,Male,1,No,,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Y,Electronic check,90.05,4931.8,No
6651-AZVTJMonth-to-monthElectronic check,6651-AZVTJ,m,0,Yes,,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,Yes
5644-PDMZCMonth-to-monthElectronic check,5644-PDMZC,female,1,No,,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,n,Electronic check,89.5,161.5,Yes
2550-QHZGPOne yearMailed check,2550-QHZGP,m,0,No,,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Mailed check,19.5,128.6,No
4832-VRBMROne yearBank transfer (automatic),4832-VRBMR,m,1,Yes,,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,No
5453-YBTWVTwo yearCredit card (automatic),5453-YBTWV,m,0,Yes,,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),101.1,6994.8,No
5970-GHJAWTwo yearCredit card (automatic),5970-GHJAW,m,0,Yes,,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Credit card (automatic),19.95,862.4,No
2908-WGAXLTwo yearCredit card (automatic),2908-WGAXL,Female,0,Yes,,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1468.9,No
7176-WRTNXTwo yearBank transfer (automatic),7176-WRTNX,Male,0,No,,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Y,Bank transfer (automatic),114.95,7711.25,No
9239-GZHZETwo yearCredit card (automatic),9239-GZHZE,Female,0,Yes,,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.65,8124.2,No
7579-KKLOETwo yearMailed check,7579-KKLOE,Male,0,Yes,,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Y,Mailed check,91.25,6589.6,No
7245-NIIWQMonth-to-monthElectronic check,7245-NIIWQ,Female,0,No,,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,199.85,No
9258-CNWACTwo yearCredit card (automatic),9258-CNWAC,Female,0,Yes,,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,n,Credit card (automatic),113.65,8166.8,No
2683-JXWQQMonth-to-monthBank transfer (automatic),2683-JXWQQ,Male,0,Yes,,Yes,61,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,n,Bank transfer (automatic),33.6,2117.2,No
9424-CMPOGTwo yearMailed check,9424-CMPOG,Male,0,Yes,,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Mailed check,19.6,197.4,No
7318-EIVKOMonth-to-monthElectronic check,7318-EIVKO,male,0,No,,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Y,Electronic check,59.25,436.6,No
1134-YWTYFMonth-to-monthElectronic check,1134-YWTYF,male,0,Yes,,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Y,Electronic check,53.8,1389.85,No
5197-PYEPUOne yearCredit card (automatic),5197-PYEPU,Female,0,Yes,,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.45,3923.8,No
3893-JRNFSMonth-to-monthBank transfer (automatic),3893-JRNFS,male,0,No,,No,68,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Y,Bank transfer (automatic),39.9,2796.35,No
8314-DPQHLOne yearMailed check,8314-DPQHL,male,0,No,,No,9,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,n,Mailed check,50.8,463.6,No
5908-QMGOEMonth-to-monthCredit card (automatic),5908-QMGOE,male,1,No,,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Y,Credit card (automatic),74.2,1133.9,Yes
7516-GMHUVTwo yearCredit card (automatic),7516-GMHUV,male,1,Yes,,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Y,Credit card (automatic),105.05,5163.3,No
1740-CSDJPMonth-to-monthBank transfer (automatic),1740-CSDJP,male,0,No,,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Y,Bank transfer (automatic),35.25,35.25,Yes
8433-WXGNAMonth-to-monthElectronic check,8433-WXGNA,male,0,No,,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Y,Electronic check,75.7,189.2,Yes
3133-PZNSRTwo yearCredit card (automatic),3133-PZNSR,male,0,Yes,,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Y,Credit card (automatic),97.75,6991.6,No
8868-GAGIOMonth-to-monthMailed check,8868-GAGIO,Male,0,Yes,,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Y,Mailed check,84.55,3713.95,No
0229-LFJAFTwo yearBank transfer (automatic),0229-LFJAF,M,0,No,,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,n,Bank transfer (automatic),69.65,4908.25,No
6849-WLEYGMonth-to-monthMailed check,6849-WLEYG,Male,0,No,,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Mailed check,19.75,19.75,Yes
8150-QUDFXMonth-to-monthMailed check,8150-QUDFX,Male,0,No,,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Mailed check,19.85,51.6,No
1942-OQFRWMonth-to-monthElectronic check,1942-OQFRW,Male,0,No,,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,n,Electronic check,44,44,No
4749-VFKVBMonth-to-monthMailed check,4749-VFKVB,Female,0,No,,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.1,50.1,Yes
8198-RKSZGMonth-to-monthCredit card (automatic),8198-RKSZG,Female,0,Yes,,Yes,14,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,n,Credit card (automatic),80.45,1137.05,No
7598-UAASYMonth-to-monthElectronic check,7598-UAASY,Male,0,Yes,,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,n,Electronic check,76.4,151.8,Yes
6351-SCJKTMonth-to-monthMailed check,6351-SCJKT,Male,0,No,,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,n,Mailed check,41.35,107.25,No
8234-GSZYKTwo yearBank transfer (automatic),8234-GSZYK,Male,0,No,,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Bank transfer (automatic),26.45,1110.05,No
9143-CANJFMonth-to-monthElectronic check,9143-CANJF,Female,0,Yes,,Yes,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,n,Electronic check,55.15,1319.85,No
9443-JUBUOTwo yearCredit card (automatic),9443-JUBUO,Male,0,Yes,,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.25,4478.85,No
1614-JBEBIMonth-to-monthMailed check,1614-JBEBI,Female,0,No,,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.7,137.6,No
7924-GJZFIMonth-to-monthElectronic check,7924-GJZFI,Female,1,Yes,,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,1813.1,No
8512-WIWYVOne yearCredit card (automatic),8512-WIWYV,Male,0,No,,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Credit card (automatic),20.35,707.5,No
0960-HUWBMTwo yearBank transfer (automatic),0960-HUWBM,Male,0,Yes,,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.1,6700.05,No
8631-XVRZLOne yearMailed check,8631-XVRZL,Male,0,No,,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,163.7,No
4429-WYGFRMonth-to-monthBank transfer (automatic),4429-WYGFR,Male,0,No,,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,n,Bank transfer (automatic),49.15,1237.3,No
5056-FIMPTOne yearCredit card (automatic),5056-FIMPT,Female,0,No,,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106,4532.3,No
9097-ZUBYCMonth-to-monthBank transfer (automatic),9097-ZUBYC,Male,0,Yes,,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,n,Bank transfer (automatic),48.8,664.4,No
9895-VFOXHMonth-to-monthMailed check,9895-VFOXH,Female,0,No,,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,n,Mailed check,24.4,24.4,No
9907-SWKKFMonth-to-monthMailed check,9907-SWKKF,Female,1,No,,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,n,Mailed check,25.05,25.05,Yes
4324-BZCKLMonth-to-monthMailed check,4324-BZCKL,Female,0,Yes,,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.55,551.3,No
0052-YNYOTOne yearElectronic check,0052-YNYOT,Female,0,No,,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,1343.4,No
0329-GTIAJMonth-to-monthElectronic check,0329-GTIAJ,Female,0,No,,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,97.9,315.3,Yes
2041-JIJCIMonth-to-monthElectronic check,2041-JIJCI,Female,0,No,,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64,370.25,No
0835-DUUIQOne yearBank transfer (automatic),0835-DUUIQ,Female,0,No,,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Bank transfer (automatic),21.05,531.55,No
1625-JAIIYOne yearElectronic check,1625-JAIIY,Female,0,Yes,,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83,5685.8,Yes
9919-KNPOOMonth-to-monthElectronic check,9919-KNPOO,Female,0,Yes,,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,No
2828-SLQPFMonth-to-monthBank transfer (automatic),2828-SLQPF,male,0,No,,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45,865.85,No
1729-VLAZJOne yearMailed check,1729-VLAZJ,Female,0,No,,Yes,10,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,n,Mailed check,40.25,411.45,No
3785-KTYSHTwo yearMailed check,3785-KTYSH,male,0,No,,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Mailed check,24.6,1279,No
9921-QFQULMonth-to-monthMailed check,9921-QFQUL,Female,0,Yes,,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,90.15,2044.95,No
2054-PJOCKOne yearCredit card (automatic),2054-PJOCK,Female,0,No,,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,n,Credit card (automatic),80.55,4847.05,No
3194-ORPIKMonth-to-monthBank transfer (automatic),3194-ORPIK,Female,0,Yes,,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15,Yes
4227-OJHALOne yearCredit card (automatic),4227-OJHAL,Female,0,Yes,,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73,5163,No
2931-XIQBROne yearMailed check,2931-XIQBR,Female,0,Yes,,Yes,50,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,n,Mailed check,103.05,5153.5,No
2969-WGHQOOne yearElectronic check,2969-WGHQO,Female,0,Yes,,Yes,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,n,Electronic check,69.45,477.05,No
8614-VGMMVMonth-to-monthElectronic check,8614-VGMMV,Female,0,No,,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.1,679.55,Yes
3486-NPGSTOne yearMailed check,3486-NPGST,Female,0,No,,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Mailed check,19.55,620.75,No
4039-HEUNWMonth-to-monthElectronic check,4039-HEUNW,male,1,Yes,,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.5,3436.1,Yes
4114-QMKVNOne yearBank transfer (automatic),4114-QMKVN,Female,0,Yes,,Yes,56,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),68.75,3815.4,No
4654-DLAMQOne yearBank transfer (automatic),4654-DLAMQ,Female,1,Yes,,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,n,Bank transfer (automatic),97,6430.9,No
4825-XJGDMOne yearCredit card (automatic),4825-XJGDM,Female,0,No,,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,n,Credit card (automatic),43.7,2696.55,No
4255-DDUOUMonth-to-monthMailed check,4255-DDUOU,Female,0,Yes,,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,20.5,Yes
5312-TSZVCOne yearMailed check,5312-TSZVC,Female,0,No,,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Mailed check,19.65,270.6,No
5640-CAXOAOne yearCredit card (automatic),5640-CAXOA,Female,0,No,,No,30,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),40.35,1187.05,No
5214-NLTITTwo yearCredit card (automatic),5214-NLTIT,male,0,Yes,,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,yes,Credit card (automatic),90.8,6511.8,No
2190-PHBHRTwo yearCredit card (automatic),2190-PHBHR,Female,0,Yes,,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),94.45,6921.7,No
5811-IWXYMOne yearBank transfer (automatic),5811-IWXYM,Female,0,Yes,,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,n,Bank transfer (automatic),101.25,5301.1,No
7733-UDMTPMonth-to-monthElectronic check,7733-UDMTP,Female,1,No,,No,57,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,55,3094.05,No
6061-PQHMKOne yearCredit card (automatic),6061-PQHMK,Female,0,No,,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Credit card (automatic),19.9,527.5,No
2027-WKXMWMonth-to-monthElectronic check,2027-WKXMW,Female,0,Yes,,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.75,6871.7,No
4395-PZMSNMonth-to-monthElectronic check,4395-PZMSN,male,1,No,,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,yes,Electronic check,85.55,408.5,No
3519-ZKXGGMonth-to-monthElectronic check,3519-ZKXGG,Female,0,Yes,,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes
0565-JUPYDOne yearCredit card (automatic),0565-JUPYD,male,0,No,,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,n,Credit card (automatic),104.5,6590.8,No
6899-PPEEAMonth-to-monthElectronic check,6899-PPEEA,Female,1,No,,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes
7903-CMPEYMonth-to-monthElectronic check,7903-CMPEY,male,1,Yes,,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes
2592-SEIFQMonth-to-monthElectronic check,2592-SEIFQ,male,0,No,,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,n,Electronic check,24.75,66.95,Yes
9250-WYPLLMonth-to-monthElectronic check,9250-WYPLL,Female,0,No,,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.55,413.65,Yes
3397-AVTKUTwo yearElectronic check,3397-AVTKU,male,0,No,,No,43,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,60,2548.55,No
8410-BGQXNMonth-to-monthMailed check,8410-BGQXN,male,0,No,,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Mailed check,19.4,93.4,No
6711-FLDFBMonth-to-monthElectronic check,6711-FLDFB,Female,0,No,,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,Yes
6917-FIJHCTwo yearMailed check,6917-FIJHC,Female,0,Yes,,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26,1776,No
8008-OTEZXOne yearMailed check,8008-OTEZX,f,0,Yes,,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Mailed check,19.65,708.8,No
8189-DUKMVOne yearBank transfer (automatic),8189-DUKMV,f,0,Yes,,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Bank transfer (automatic),20.5,79.05,No
4910-AQFFXMonth-to-monthBank transfer (automatic),4910-AQFFX,male,0,Yes,,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes
5360-LJCNJTwo yearBank transfer (automatic),5360-LJCNJ,Female,0,Yes,,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.15,7555,No
